X,Y
-87.58480951,41.79583092
-87.58355879,41.7998601
-87.58532308,41.79545322
-87.59404988,41.78607066
-87.60067183,41.80180284
-87.58512451,41.79317238
-87.58704066,41.80226819
-87.58348292,41.79989754
-87.58779967,41.78819388
-87.57716525,41.79642862
-87.59791541,41.80221381
-87.59615955,41.78911258
-87.58813741,41.78698701
-87.58908937,41.79523659
-87.5815964,41.79413241
-87.58105138,41.79793908
-87.59497715,41.78918214
-87.59027283,41.79574705
-87.5794466,41.78868299
-87.58966824,41.79920809
-87.59041481,41.7939777
-87.57940481,41.79082546
-87.60268559,41.79433669
-87.60170091,41.79757701
-87.58663236,41.79650062
-87.58296294,41.80069589
-87.5829557,41.79053066
-87.58132143,41.80097628
-87.58426079,41.78731294
-87.58598186,41.79861015
-87.58979588,41.78955164
-87.59761569,41.79349606
-87.59181331,41.79167354
-87.59960474,41.79964818
-87.58529812,41.79216178
-87.5955787,41.78983132
-87.58092845,41.80036408
-87.59975441,41.79478406
-87.58976362,41.80090529
-87.6000711,41.78543918
-87.60359617,41.78444886
-87.61157123,41.77087381
-87.57664412,41.77516948
-87.56860662,41.77592455
-87.5937666,41.78219044
-87.61078455,41.78167862
-87.59339567,41.77643987
-87.60343717,41.77713005
-87.60800796,41.78371166
-87.60843908,41.77702424
-87.60327608,41.78285603
-87.5763092,41.78021159
-87.60448029,41.78405256
-87.58083385,41.77642311
-87.6034797,41.78469628
-87.60664914,41.78338844
-87.59048653,41.77572511
-87.58191891,41.77725304
-87.57222702,41.77908495
-87.6144751,41.77598508
-87.60133958,41.78167574
-87.59751715,41.77432491
-87.59922933,41.78358006
-87.58595875,41.77747771
-87.599343,41.77531806
-87.5798039,41.78564411
-87.60795733,41.78021402
-87.61480925,41.77291489
-87.57543175,41.77482796
-87.58952835,41.77619303
-87.60180373,41.77517197
-87.61075724,41.77614116
-87.61002825,41.78183974
-87.5818335,41.77935085
-87.60391948,41.78493364
-87.59026763,41.77943841
-87.60050139,41.78094989
-87.59461423,41.78123093
-87.57536034,41.77735621
-87.5852154,41.7811971
-87.59573274,41.78145545
-87.58477645,41.78312893
-87.59005633,41.78087528
-87.6006451,41.78191789
-87.6121159,41.7759586
-87.5822938,41.7782476
-87.61287864,41.7813877
-87.59360288,41.77674885
-87.60563345,41.77901036
-87.57287577,41.77355631
-87.60936289,41.78470466
-87.59132383,41.78133319
-87.61495635,41.78360545
-87.61384674,41.78075015
-87.60182431,41.77865003
-87.60491105,41.78144658
-87.57874041,41.77505985
-87.57180839,41.77542061
-87.6108602,41.77827455
-87.57739823,41.77988888
-87.57799094,41.7750231
-87.58012462,41.77506573
-87.6029876,41.78348052
-87.59926789,41.7774857
-87.59891293,41.77400146
-87.58595576,41.78464645
-87.57959724,41.77882768
-87.60705348,41.78128819
-87.58728472,41.778725
-87.61408253,41.77603288
-87.6085764,41.78386955
-87.61203475,41.77653252
-87.61433724,41.77540347
-87.58255681,41.77841986
-87.5984573,41.77719315
-87.58905676,41.78109079
-87.61331387,41.7742458
-87.5812992,41.77388526
-87.59441334,41.77702598
-87.5852012,41.77449664
-87.61546846,41.77956683
-87.56896283,41.77631491
-87.60737228,41.78267775
-87.61325965,41.78512184
-87.58426414,41.78390219
-87.59373889,41.77341539
-87.58504008,41.7774158
-87.60069053,41.78327665
-87.59720427,41.78329516
-87.58652934,41.77566516
-87.60612896,41.78434675
-87.60115396,41.78259316
-87.58221309,41.7813343
-87.59118838,41.77454268
-87.58302132,41.78132503
-87.61075842,41.78568763
-87.58966867,41.78564611
-87.58853524,41.77958214
-87.58223367,41.77422893
-87.58209408,41.78355808
-87.57749459,41.7740213
-87.60857844,41.7694464
-87.58651098,41.77676862
-87.59728717,41.78508922
-87.59977568,41.78591249
-87.57582814,41.78326363
-87.59228829,41.78145587
-87.58646409,41.78153769
-87.65933889,42.00879888
-87.66054962,42.00921123
-87.65514012,41.99869856
-87.67265543,42.02263531
-87.66660925,42.0027489
-87.65886709,42.00666334
-87.66401842,42.00056612
-87.66592607,42.00925349
-87.66354159,42.01684212
-87.67075372,42.01499148
-87.67035364,42.02177587
-87.67808764,42.01828454
-87.67571933,42.01483934
-87.682976,42.01853957
-87.67095408,42.02010993
-87.67908001,42.00904379
-87.68036578,42.00979713
-87.65923433,42.00831391
-87.65939508,42.00632961
-87.66345987,42.00808726
-87.67371558,42.01917769
-87.67290289,42.00288039
-87.66672145,42.01695394
-87.66075707,42.00915845
-87.66764636,42.00111428
-87.66849556,42.01196377
-87.67451086,42.00385152
-87.68220146,42.01860112
-87.66601037,42.00400405
-87.6637493,41.99861522
-87.66484047,42.01410915
-87.66058134,42.00678551
-87.66077884,42.0111713
-87.67788988,42.00109993
-87.67158272,42.00682786
-87.6786389,42.00831683
-87.66431739,42.00904499
-87.66280256,42.00206511
-87.66062029,42.00907518
-87.66971088,42.01364349
-87.67967802,42.01751494
-87.661834,42.00956964
-87.67676123,41.99927535
-87.67081965,42.02236522
-87.68188128,42.01408358
-87.66880374,42.00595328
-87.66684689,42.00112804
-87.66964079,42.00193459
-87.67500461,42.01673257
-87.67621563,42.01450394
-87.67694054,42.01515997
-87.67973482,42.01527946
-87.66588798,42.01513584
-87.66617691,42.00853484
-87.67528359,42.00099955
-87.68201548,42.01879652
-87.672437,42.00291573
-87.67470259,42.02296079
-87.66734124,42.02219801
-87.66931782,42.00796129
-87.66088627,42.00623505
-87.67479496,42.00474639
-87.66827628,42.00229564
-87.67655202,42.00983471
-87.67823172,42.00705857
-87.67916056,42.01512486
-87.67108721,42.00522278
-87.68041894,42.00974274
-87.67040249,42.0187161
-87.67910298,42.01712412
-87.66318059,42.01387364
-87.66228413,42.00581075
-87.67095725,42.02093714
-87.66567417,42.00932094
-87.67263346,42.01553998
-87.67292657,42.01315027
-87.67422221,42.01314438
-87.67013324,42.00943889
-87.66816056,42.00732946
-87.67770203,42.00619744
-87.67156897,42.01474461
-87.67543293,42.01733286
-87.66911226,42.01120916
-87.65784083,41.99861459
-87.68137569,42.00921768
-87.6613968,42.00954987
-87.66943123,42.00826577
-87.66146482,42.01258153
-87.6706615,42.00492975
-87.66555735,42.01474555
-87.67666366,42.00706426
-87.67020981,41.99999518
-87.65741603,42.00619708
-87.67381477,42.00884246
-87.66765833,42.02059547
-87.67353896,42.01597213
-87.67321738,42.01127063
-87.66849017,42.00667043
-87.67444298,42.01443734
-87.65801709,42.00711727
-87.67028615,42.00498081
-87.66989282,42.02168722
-87.66954009,42.00214263
-87.66671839,42.01921079
-87.67229438,42.00452298
-87.67399847,42.0093705
-87.66126793,42.00294567
-87.66716709,42.01738425
-87.6616651,42.00140694
-87.66175727,42.0010003
-87.67300886,42.00892038
-87.66424576,42.00614565
-87.68200266,42.01476944
-87.67634927,42.01592517
-87.67556169,42.00761688
-87.67562542,42.00685767
-87.67747822,42.00386782
-87.66712297,42.01475437
-87.67656569,42.00867785
-87.66456139,42.01519397
-87.67845881,42.00228329
-87.67431185,42.00263725
-87.66874516,42.02035808
-87.6608383,42.00753955
-87.66578309,42.00063528
-87.67183373,42.02005664
-87.6709342,42.01943643
-87.67382094,42.01125401
-87.66774829,42.0182333
-87.6692431,42.02255818
-87.68176463,42.01522592
-87.66767511,42.00171076
-87.68179463,42.01924565
-87.6721004,42.01344791
-87.65903686,42.00378609
-87.66667706,42.00621619
-87.66969183,42.0031353
-87.6691726,42.01776544
-87.673252,42.00621405
-87.66537419,42.01859585
-87.66334192,42.00667889
-87.68082914,42.01599526
-87.65777849,42.00661904
-87.66442798,42.01909605
-87.68130594,42.01101912
-87.65954626,41.99848809
-87.67710528,41.99919955
-87.67072308,42.00804623
-87.66937269,42.01117309
-87.66967474,42.01998369
-87.66707907,42.02251867
-87.66851864,42.01999714
-87.67746152,42.01432039
-87.67391951,42.00756927
-87.6617352,42.0008141
-87.67441122,42.01827664
-87.65908124,42.0022841
-87.66231684,42.00538093
-87.66006435,42.00321595
-87.67643409,42.0065296
-87.66847338,42.0222463
-87.66438909,42.01707612
-87.66460879,42.01853647
-87.67041594,42.00108706
-87.67297433,42.0026735
-87.77567784,41.98082427
-87.78023444,41.98096826
-87.75616871,41.9787521
-87.77736067,41.9849079
-87.76741531,41.9715224
-87.75475471,41.97035208
-87.77432607,41.98642459
-87.7569197,41.96924765
-87.76506278,41.97435596
-87.76451559,41.97921895
-87.78043742,41.98270493
-87.77019189,41.97331103
-87.76671369,41.98773099
-87.75729644,41.97739718
-87.77606984,41.98851857
-87.77246406,41.9805473
-87.75900794,41.96800672
-87.75388184,41.9717388
-87.7851457,41.98035987
-87.76435585,41.97866717
-87.76250455,41.97218066
-87.77747032,41.99015615
-87.77397534,41.98323788
-87.77283779,41.99579204
-87.76550848,41.98416838
-87.77535326,41.97837981
-87.76714457,41.97114408
-87.78358579,41.97556727
-87.78011967,41.99709116
-87.78414223,41.97315118
-87.77479472,41.97752782
-87.77464833,41.98457204
-87.77646594,41.98379894
-87.77247309,41.99121201
-87.76603116,41.97949617
-87.7633672,41.98459455
-87.78182908,41.97741542
-87.75445419,41.96931347
-87.77462286,41.99144883
-87.76214183,41.9867725
-87.77308072,41.97642293
-87.78136226,41.98017894
-87.77017855,41.98121228
-87.75784899,41.97530298
-87.77218332,41.97374624
-87.76903051,41.97577088
-87.76578401,41.9886908
-87.77365556,42.01019702
-87.73141705,41.99282315
-87.78635298,42.00231195
-87.75260758,41.97635625
-87.75709036,41.98137589
-87.7705484,42.00607408
-87.76802827,41.99333202
-87.75194831,41.99337698
-87.74911414,41.99689405
-87.76665618,41.99069427
-87.78109675,42.01126103
-87.73084347,41.9952094
-87.76451024,42.00143308
-87.74832607,41.99027767
-87.74190146,41.99554671
-87.77956493,42.00236167
-87.72470539,41.990493
-87.71183233,41.99592065
-87.72381822,41.99576602
-87.73452273,41.98080818
-87.708327,41.97965437
-87.74311643,41.97690197
-87.7255016,41.97942532
-87.71551132,41.98925069
-87.72538112,41.98105869
-87.71249936,41.98132965
-87.72258944,41.9809107
-87.71778536,41.98275789
-87.72936084,41.97892662
-87.71459596,41.98011116
-87.73376512,41.98342861
-87.71506352,41.97302789
-87.70478764,41.97532404
-87.73489867,41.97823562
-87.71958179,41.98464765
-87.74602602,41.98262235
-87.73965981,41.97866631
-87.72707789,41.98192417
-87.7193567,41.98705586
-87.72623081,41.98642872
-87.72968662,41.98117525
-87.71143745,41.99724463
-87.70887301,41.98013857
-87.73399538,41.97809496
-87.7267564,41.98811326
-87.7216109,41.98838839
-87.71966387,41.97685659
-87.71429618,41.98396989
-87.71922974,41.98256664
-87.71060661,41.99203452
-87.73753502,41.98607664
-87.72128723,41.97591979
-87.73695878,41.98072922
-87.71676393,41.98797987
-87.71946491,41.97630137
-87.74682518,41.97799969
-87.70995712,41.99035485
-87.74427955,41.98041778
-87.7091885,41.98101318
-87.73102895,41.98282734
-87.70759281,41.96702486
-87.73154253,41.96394183
-87.7405574,41.97115185
-87.72758096,41.9614039
-87.70344483,41.9650195
-87.71343749,41.96729205
-87.70721839,41.96624312
-87.70596101,41.9679903
-87.71330165,41.97002421
-87.73425001,41.96783726
-87.69898881,41.96501896
-87.73558095,41.97231903
-87.70836949,41.96379453
-87.71861884,41.97235565
-87.71176888,41.96691874
-87.71392831,41.96935745
-87.72081042,41.96393267
-87.72966936,41.96148037
-87.70866479,41.97170302
-87.7281155,41.9666801
-87.73673284,41.97205838
-87.72900401,41.96373836
-87.70021497,41.96348024
-87.72752449,41.97235727
-87.73514021,41.97060062
-87.73600014,41.97087886
-87.71812431,41.97042036
-87.73371443,41.96671133
-87.70405387,41.97300852
-87.73510059,41.96898971
-87.71528328,41.96604125
-87.7204831,41.97054837
-87.70247919,41.96294345
-87.74126858,41.97269891
-87.70345102,41.96855588
-87.73112703,41.96602498
-87.7073157,41.97009478
-87.72629069,41.96364899
-87.74242346,41.97491575
-87.71879465,41.97068314
-87.70243664,41.96294034
-87.74548498,41.97129048
-87.70678048,41.96708644
-87.70275655,41.96906146
-87.716617,41.96764015
-87.73188038,41.96390494
-87.74104247,41.969988
-87.71202707,41.9630356
-87.69963961,41.9621608
-87.72337377,41.97218537
-87.71993484,41.9720144
-87.70384864,41.96463817
-87.70810741,41.97123304
-87.7076249,41.97231632
-87.70125703,41.96551785
-87.73156977,41.96715332
-87.73440667,41.97342579
-87.73742684,41.97263431
-87.74585652,41.9687461
-87.74479254,41.97064073
-87.72899371,41.96708905
-87.74423779,41.9687671
-87.74085843,41.97317124
-87.73261238,41.96909694
-87.70796544,41.97073261
-87.72773082,41.97075195
-87.73312218,41.96607812
-87.71684398,41.96440266
-87.73965147,41.97164422
-87.71207927,41.96573579
-87.72199395,41.96617536
-87.73338879,41.96892362
-87.73250624,41.96346425
-87.74468852,41.97194268
-87.71342928,41.96978049
-87.73246241,41.97137892
-87.73432827,41.97203662
-87.71327948,41.96349478
-87.71933769,41.96749506
-87.73003561,41.96986299
-87.72374782,41.97124296
-87.70713644,41.96721145
-87.7155788,41.96831888
-87.74049168,41.9727052
-87.74322948,41.97405435
-87.70157237,41.96620131
-87.71509075,41.96829176
